Name,RuleId,ExtraId,Control Name,Registry Key,Registry Value,Registry Value Type,CSP Name,CSP Path,CSP Value Type,Default Value,Allowed Value,Expected Value,Severity,Applicability,Scenario,Validation,Category
DmaGuardDeviceEnumerationPolicy,33d91350-6972-40b9-a22b-77437fcf0a13,,Enumeration policy for external devices incompatible with Kernel DMA Protection,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,REG_DWORD,./Vendor/MSFT/Policy,Config/DmaGuard/DeviceEnumerationPolicy,Integer,0,"Range(0, 2)","OneOf(Equals(0), Equals(1))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Registry
DnsClientTurn_Off_Multicast,94276972-d64d-43bc-ae92-8b609f2d114b,AZ-WIN-00145,Turn off multicast name resolution,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,EnableMulticast,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient"" -Name ""EnableMulticast""",Registry
DODownloadMode,f1a63002-7ac3-11eb-9596-f5560b7cfdf8,AZ-WIN-93259,Delivery Optimization: Download Mode Methods,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization,DODownloadMode,REG_DWORD,,,,2,"OneOf(Equals(0), Equals(1), Equals(2), Equals(3), Equals(99), Equals(100))","OneOf(Equals(0), Equals(1), Equals(2), Equals(99), Equals(100))",Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization"" -Name ""DODownloadMode""",Registry
DoNotAllowAnonymousEnumerationOfSAMAccounts,9503a7be-372f-4591-9dcd-f7de48b7f7e8,CCE-36316-8,Network access: Do not allow anonymous enumeration of SAM accounts,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,RestrictAnonymousSAM,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkAccess_DoNotAllowAnonymousEnumerationOfSAMAccounts,Integer,1,"Range(0, 1)","OneOf(Equals(1), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DoNotAllowAnonymousEnumerationOfSamAccountsAndShares,87822480-3af9-4cf1-b0d2-93ceb957b129,CCE-36077-6,Network access: Do not allow anonymous enumeration of SAM accounts and shares,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,RestrictAnonymous,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkAccess_DoNotAllowAnonymousEnumerationOfSamAccountsAndShares,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DoNotAllowStorageOfPasswordsAndCredentialsForNetworkAuthentication,,,Network access: Do not allow storage of passwords and credentials for network authentication,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,DisableDomainCreds,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa"" -Name ""DisableDomainCreds""",Registry
DoNotDisplayLastSignedIn,9e11215f-9b0b-4ca6-ad5b-d1a0c989af36,CCE-36056-0,Interactive logon: Do not display last user name,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DontDisplayLastUserName,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/InteractiveLogon_DoNotDisplayLastSignedIn,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
DoNotRequireCTRLALTDEL,c2e85522-5e4f-4295-8111-5b2ab815af32,CCE-37637-6,Interactive logon: Do not require CTRL+ALT+DEL,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableCAD,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/InteractiveLogon_DoNotRequireCTRLALTDEL,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
EnableAuthEpResolution,,CCE-37346-4,Enable RPC Endpoint Mapper Client Authentication,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Rpc,EnableAuthEpResolution,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Rpc"" -Name ""EnableAuthEpResolution""",Registry
EnableAuthRateLimiter,,,Enable authentication rate limiter,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer,EnableAuthRateLimiter,REG_DWORD,,,,1,"Range(0, 1)","OneOf(Equals(1), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer"" -Name ""EnableAuthRateLimiter""",Registry
EnableAuthRateLimiterTimeout,,,Enable authentication rate limiter (Delay Timeout),HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,InvalidAuthenticationDelayTimeInMs,REG_DWORD,,,,2000,"Range(0, 5000)","Range(2000, 5000)",Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters"" -Name ""InvalidAuthenticationDelayTimeInMs""",Registry
EnabledNTPClient,3270e2d2-c01d-49fe-baf7-950fb5bbe642,CCE-37843-0,Enable Windows NTP Client,HKLM:\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\NtpClient,Enabled,REG_DWORD,,,,,"Range(0, 1)",,Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\NtpClient"" -Name ""Enabled""",Registry
EnableGuestAccountStatus,d3d9ac7b-8bcc-42e8-8752-29902eda04dd,CCE-37432-2,Accounts: Guest account status,,,,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Accounts_EnableGuestAccountStatus,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
EnableMailslotsLanmanServer,,,Enable remote mailslots (Lanman Server),HKLM:\SOFTWARE\Policies\Microsoft\Windows\Browser,EnableMailslots,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Browser"" -Name ""EnableMailslots""",Registry
EnableMailslotsLanmanWorkstation,,,Enable remote mailslots (Lanman Workstation),HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider,EnableMailslots,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider"" -Name ""EnableMailslots""",Registry
EnableNetbios,,,Configure NetBIOS settings,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,EnableNetbios,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient"" -Name ""EnableNetbios""",Registry
EnableStructuredExceptionHandlingOverwriteProtection,2f9a914c-e88c-401b-9c21-5ddb94b31b4a,AZ-WIN-202210,Enable Structured Exception Handling Overwrite Protection (SEHOP),HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,DisableExceptionChainValidation,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel"" -Name ""DisableExceptionChainValidation""",Registry
EncryptNTFSPagingFile,,,System Policies NtfsEncryptPagingFile,HKLM:\SYSTEM\CurrentControlSet\Policies,NtfsEncryptPagingFile,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Policies"" -Name ""NtfsEncryptPagingFile""",Registry
EventLogChannelSecurityLogRetention,1b1dcdbf-d949-44da-b942-0fc2eb225985,CCE-37145-0,Security: Control Event Log behavior when the log file reaches its maximum size,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security,Retention,REG_SZ,,,,0,"OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security"" -Name ""Retention""",Registry
EventLogChannelSetupLogMaxSize,5bfb71c2-897f-4ccb-b7d5-7181b1f2527a,CCE-37526-1,Setup: Specify the maximum log file size (KB),HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,REG_DWORD,,,,32768,"Range(64, 4194240 )","Range(32768, )",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup"" -Name ""MaxSize""",Registry
EventLogChannelSetupLogRetention,31f0541c-879f-473d-bf6b-e0aef89f0b45,CCE-38276-2,Setup: Control Event Log behavior when the log file reaches its maximum size,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup,Retention,REG_SZ,,,,0,"OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup"" -Name ""Retention""",Registry
EventLogChannelSystemLogRetention,8656ed1c-72e2-4d49-811b-aaec42521ae0,CCE-36160-0,System: Control Event Log behavior when the log file reaches its maximum size,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,Retention,REG_SZ,,,,0,"OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System"" -Name ""Retention""",Registry
EventLogPercentageThresholdSecurityEventLogMaximumSizeReached,ae110ac5-8387-464d-8790-e29ffce8f8d9,AZ-WIN-202212,MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning,HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security,WarningLevel,REG_DWORD,,,,90,"Range(50, 90)","Range(50, 90)",Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security"" -Name ""WarningLevel""",Registry
EventLogServiceControlEventLogBehavior,dec8589f-4e06-4a11-9c6c-2b1464f07075,CCE-37775-4,Application: Control Event Log behavior when the log file reaches its maximum size,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,Retention,REG_SZ,,,,0,"OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application"" -Name ""Retention""",Registry
EventLogServiceSpecifyMaximumFileSizeApplicationLog,e7e377d1-d6e0-4acc-a073-75b3243a646e,CCE-37948-7,Application: Specify the maximum log file size (KB),HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,MaxSize,REG_DWORD,,,,32768,"Range(64, 4194240 )","Range(32768, )",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application"" -Name ""MaxSize""",Registry
EventLogServiceSpecifyMaximumFileSizeSecurityLog,c139db2e-8dea-418e-bf7c-372ec0278e31,CCE-37695-4,Security: Specify the maximum log file size (KB),HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security,MaxSize,REG_DWORD,,,,1048576,"Range(64, 4194240 )","Range(1048576, )",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security"" -Name ""MaxSize""",Registry
EventLogServiceSpecifyMaximumFileSizeSystemLog,3e20b64c-0356-4e95-ba4e-2ebd51e10bb9,CCE-36092-5,System: Specify the maximum log file size (KB),HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,MaxSize,REG_DWORD,,,,262144,"Range(64, 4194240 )","Range(262144, )",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System"" -Name ""MaxSize""",Registry
ExperienceAllowWindowsConsumerFeatures,4e4d02fa-8f06-4dd3-a443-cce86dd8fb19,AZ-WIN-00144,Turn off Microsoft consumer experiences,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,REG_DWORD,./Vendor/MSFT/Policy,Config/Experience/AllowWindowsConsumerFeatures,Integer,1,"Range(0, 1)","OneOf(Equals(1), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,,Registry
ExperienceDisableConsumerAccountStateContent,dd3e3ed2-65d2-484f-b909-c9001e347671,AZ-WIN-202217,Turn off cloud consumer account state content,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableConsumerAccountStateContent,REG_DWORD,./Vendor/MSFT/Policy,Config/Experience/DisableConsumerAccountStateContent,Integer,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,,Registry
ExperienceDoNotShowFeedbackNotifications,596d3922-71a7-49ce-b34b-1f5e63ff03da,AZ-WIN-00140,Do not show feedback notifications,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection"" -Name ""DoNotShowFeedbackNotifications""",Registry
FileExplorerTurnOffHeapTerminationOnCorruption,a76d6552-cd22-4a2c-adc1-50f8705cad17,CCE-36660-9,Turn off heap termination on corruption,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,REG_DWORD,,,,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer"" -Name ""NoHeapTerminationOnCorruption""",Registry
FirewallDomainProfileApplyLocalConnectionSecurityRules,88338d83-a4e2-421b-b3f3-db6bd2c694a0,CCE-38040-2,Windows Firewall: Domain: Settings: Apply local connection security rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,AllowLocalIPsecPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""AllowLocalIPsecPolicyMerge""",Registry
FirewallDomainProfileApplyLocalFirewallRules,5f2d95d3-8744-4029-85c9-0ba7ea191531,CCE-37860-4,Windows Firewall: Domain: Settings: Apply local firewall rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,AllowLocalPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)","OneOf(Equals(1), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""AllowLocalPolicyMerge""",Registry
FirewallDomainProfileDisplayNotification,d4cb5e92-f237-4f83-95fb-1dde6be6db1b,CCE-38041-0,Windows Firewall: Domain: Settings: Display a notification,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DisableNotifications,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""DisableNotifications""",Registry
FirewallDomainProfileInboundConnection,1196a355-37e4-4a6f-8a8e-740db0d73f09,AZ-WIN-202252,Windows Firewall: Domain: Inbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultInboundAction,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""DefaultInboundAction""",Registry
FirewallDomainProfileLogDroppedPackets,df94d448-eb5c-40f8-a2c1-35af6ba6e566,AZ-WIN-202226,Windows Firewall: Domain: Logging: Log dropped packets,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogDroppedPackets,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging"" -Name ""LogDroppedPackets""",Registry
FirewallDomainProfileLogFileMaxSize,c67e4967-4e36-4d6a-b1ee-bad7cd747c7c,AZ-WIN-202225,Windows Firewall: Domain: Logging: Size limit (KB),HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogFileSize,REG_DWORD,,,,16384,"Range(16384, )","Range(16384, )",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging"" -Name ""LogFileSize""",Registry
FirewallDomainProfileLogFileName,02e555c8-7deb-4fab-a565-d018af8ba39e,AZ-WIN-202224,Windows Firewall: Domain: Logging: Name,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogFilePath,REG_SZ,,,,%SystemRoot%\System32\logfiles\firewall\domainfw.log,,Contains('.log'),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging"" -Name ""LogFilePath""",Registry
FirewallDomainProfileLogSuccessfulConnections,7a9e9e07-2e95-48ec-9a3b-7ee693e35711,AZ-WIN-202227,Windows Firewall: Domain: Logging: Log successful connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogSuccessfulConnections,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging"" -Name ""LogSuccessfulConnections""",Registry
FirewallDomainProfileOutboundConnection,68757cac-7589-4ed9-a162-27e5926f2deb,CCE-36146-9,Windows Firewall: Domain: Outbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultOutboundAction,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""DefaultOutboundAction""",Registry
FirewallDomainProfileState,4a459b04-79c8-4fb3-9ea0-cf4b77ee58d7,CCE-36062-8,Windows Firewall: Domain: Firewall state,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,EnableFirewall,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""EnableFirewall""",Registry
FirewallDomainProfileUnicastResponse,b75811fe-ac22-4171-9511-27fec5177351,AZ-WIN-00088,Windows Firewall: Domain: Allow unicast response,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DisableUnicastResponsesToMulticastBroadcast,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"" -Name ""DisableUnicastResponsesToMulticastBroadcast""",Registry
FirewallPrivateProfileApplyLocalConnectionSecurityRules,28b5cfb6-7548-44f9-9f43-a542644fa1fd,CCE-36063-6,Windows Firewall: Private: Settings: Apply local connection security rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,AllowLocalIPsecPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""AllowLocalIPsecPolicyMerge""",Registry
FirewallPrivateProfileApplyLocalFirewallRules,a636e099-8e2b-4653-a2bb-3689c151f9cc,CCE-37438-9,Windows Firewall: Private: Settings: Apply local firewall rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,AllowLocalPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""AllowLocalPolicyMerge""",Registry
FirewallPrivateProfileDisplayNotification,d177f27b-8d9b-4bb1-a45c-5f3a11384d1f,CCE-37621-0,Windows Firewall: Private: Settings: Display a notification,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableNotifications,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""DisableNotifications""",Registry
FirewallPrivateProfileInboundConnection,52bb00ec-987c-4f16-a81d-96ef84259bea,AZ-WIN-202228,Windows Firewall: Private: Inbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultInboundAction,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""DefaultInboundAction""",Registry
FirewallPrivateProfileLogDroppedPackets,be3bba5f-7bd3-4574-b6c2-93341e01b8c0,AZ-WIN-202231,Windows Firewall: Private: Logging: Log dropped packets,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogDroppedPackets,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging"" -Name ""LogDroppedPackets""",Registry
FirewallPrivateProfileLogFileMaxSize,c3bdeda2-0740-42b6-aac2-7d7234f3a557,AZ-WIN-202230,Windows Firewall: Private: Logging: Size limit (KB),HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFileSize,REG_DWORD,,,,16384,"Range(16384, )","Range(16384, )",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging"" -Name ""LogFileSize""",Registry
FirewallPrivateProfileLogFileName,4c40870a-fe76-4e52-a71c-8344d17a9bc3,AZ-WIN-202229,Windows Firewall: Private: Logging: Name,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFilePath,REG_SZ,,,,%SystemRoot%\System32\logfiles\firewall\privatefw.log,,Contains('.log'),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging"" -Name ""LogFilePath""",Registry
FirewallPrivateProfileLogSuccessfulConnections,396f1552-406d-4b58-b4a6-fc56c75eb70a,AZ-WIN-202232,Windows Firewall: Private: Logging: Log successful connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogSuccessfulConnections,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging"" -Name ""LogSuccessfulConnections""",Registry
FirewallPrivateProfileOutboundConnection,c98cfb4e-113f-4a25-a080-ab1f7d0f8f38,CCE-38332-3,Windows Firewall: Private: Outbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultOutboundAction,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""DefaultOutboundAction""",Registry
FirewallPrivateProfileState,c8e1851a-fb32-4197-a1c0-d9da262d37f1,CCE-38239-0,Windows Firewall: Private: Firewall state,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,EnableFirewall,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""EnableFirewall""",Registry
FirewallPrivateProfileUnicastResponse,3dcf28a5-e199-4b78-8933-7828dfde4b9d,AZ-WIN-00089,Windows Firewall: Private: Allow unicast response,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableUnicastResponsesToMulticastBroadcast,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"" -Name ""DisableUnicastResponsesToMulticastBroadcast""",Registry
FirewallPublicProfileApplyLocalConnectionSecurityRules,10a43735-527c-46f0-a95c-954a8f9594dc,CCE-36268-1,Windows Firewall: Public: Settings: Apply local connection security rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""AllowLocalIPsecPolicyMerge""",Registry
FirewallPublicProfileApplyLocalFirewallRules,e82b54b4-ef4d-474c-b06e-036dd076cbec,CCE-37861-2,Windows Firewall: Public: Settings: Apply local firewall rules,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""AllowLocalPolicyMerge""",Registry
